cell,weekday,hour,count,n_days,expected_per_occurrence
"12.842,77.646",Tuesday,6,2,21,0.09523809523809523
"12.842,77.646",Tuesday,7,4,21,0.19047619047619047
"12.842,77.646",Tuesday,9,6,21,0.2857142857142857
"12.842,77.646",Tuesday,10,12,21,0.5714285714285714
"12.842,77.646",Tuesday,11,4,21,0.19047619047619047
"12.842,77.646",Tuesday,12,43,21,2.0476190476190474
"12.842,77.646",Tuesday,13,26,21,1.2380952380952381
"12.842,77.646",Tuesday,14,14,21,0.6666666666666666
"12.842,77.646",Wednesday,3,7,21,0.3333333333333333
"12.842,77.646",Wednesday,6,1,21,0.047619047619047616
"12.842,77.646",Wednesday,11,6,21,0.2857142857142857
"12.842,77.646",Wednesday,12,28,21,1.3333333333333333
"12.842,77.646",Wednesday,13,55,21,2.619047619047619
"12.842,77.646",Wednesday,14,8,21,0.38095238095238093
"12.842,77.647",Friday,3,1,22,0.045454545454545456
"12.842,77.647",Friday,12,4,22,0.18181818181818182
"12.842,77.647",Friday,13,1,22,0.045454545454545456
"12.842,77.647",Monday,10,1,22,0.045454545454545456
"12.842,77.647",Monday,11,8,22,0.36363636363636365
"12.842,77.647",Monday,12,17,22,0.7727272727272727
"12.842,77.647",Monday,13,30,22,1.3636363636363635
"12.842,77.647",Monday,14,4,22,0.18181818181818182
"12.842,77.647",Saturday,3,4,22,0.18181818181818182
"12.842,77.647",Saturday,9,1,22,0.045454545454545456
"12.842,77.647",Saturday,12,15,22,0.6818181818181818
"12.842,77.647",Saturday,13,2,22,0.09090909090909091
"12.842,77.647",Sunday,4,9,22,0.4090909090909091
"12.842,77.647",Sunday,5,9,22,0.4090909090909091
"12.842,77.647",Sunday,6,9,22,0.4090909090909091
"12.842,77.647",Sunday,7,9,22,0.4090909090909091
"12.842,77.647",Sunday,8,1,22,0.045454545454545456
"12.842,77.647",Sunday,9,1,22,0.045454545454545456
"12.842,77.647",Sunday,10,7,22,0.3181818181818182
"12.842,77.647",Sunday,11,7,22,0.3181818181818182
"12.842,77.647",Sunday,12,28,22,1.2727272727272727
"12.842,77.647",Sunday,13,21,22,0.9545454545454546
"12.842,77.647",Sunday,14,7,22,0.3181818181818182
"12.842,77.647",Thursday,4,1,21,0.047619047619047616
"12.842,77.647",Thursday,11,2,21,0.09523809523809523
"12.842,77.647",Thursday,12,20,21,0.9523809523809523
"12.842,77.647",Thursday,13,19,21,0.9047619047619048
"12.842,77.647",Tuesday,5,1,21,0.047619047619047616
"12.842,77.647",Tuesday,6,4,21,0.19047619047619047
"12.842,77.647",Tuesday,12,28,21,1.3333333333333333
"12.842,77.647",Tuesday,13,9,21,0.42857142857142855
"12.842,77.647",Wednesday,3,2,21,0.09523809523809523
"12.842,77.647",Wednesday,11,1,21,0.047619047619047616
"12.842,77.647",Wednesday,12,11,21,0.5238095238095238
"12.842,77.647",Wednesday,13,9,21,0.42857142857142855
"12.842,77.647",Wednesday,14,4,21,0.19047619047619047
"12.842,77.648",Monday,10,2,22,0.09090909090909091
"12.842,77.648",Monday,11,6,22,0.2727272727272727
"12.842,77.648",Monday,12,27,22,1.2272727272727273
"12.842,77.648",Saturday,9,2,22,0.09090909090909091
"12.842,77.648",Saturday,12,24,22,1.0909090909090908
"12.842,77.648",Saturday,13,2,22,0.09090909090909091
"12.842,77.648",Sunday,3,3,22,0.13636363636363635
"12.842,77.648",Sunday,5,5,22,0.22727272727272727
"12.842,77.648",Sunday,6,1,22,0.045454545454545456
"12.842,77.648",Sunday,7,2,22,0.09090909090909091
"12.842,77.648",Sunday,8,1,22,0.045454545454545456
"12.842,77.648",Sunday,10,1,22,0.045454545454545456
"12.842,77.648",Sunday,11,1,22,0.045454545454545456
"12.842,77.648",Sunday,12,35,22,1.5909090909090908
"12.842,77.648",Sunday,13,37,22,1.6818181818181819
"12.842,77.648",Sunday,14,23,22,1.0454545454545454
"12.842,77.648",Thursday,12,15,21,0.7142857142857143
"12.842,77.648",Thursday,13,8,21,0.38095238095238093
"12.842,77.648",Thursday,14,11,21,0.5238095238095238
"12.842,77.648",Tuesday,11,2,21,0.09523809523809523
"12.842,77.648",Tuesday,12,9,21,0.42857142857142855
"12.842,77.648",Tuesday,13,2,21,0.09523809523809523
"12.842,77.648",Wednesday,12,16,21,0.7619047619047619
"12.842,77.648",Wednesday,13,5,21,0.23809523809523808
"12.842,77.665",Friday,10,1,22,0.045454545454545456
"12.842,77.665",Saturday,6,1,22,0.045454545454545456
"12.842,77.676",Friday,10,4,22,0.18181818181818182
"12.842,77.676",Sunday,1,1,22,0.045454545454545456
"12.842,77.686",Sunday,5,1,22,0.045454545454545456
"12.842,77.686",Thursday,6,1,21,0.047619047619047616
"12.842,77.687",Wednesday,3,1,21,0.047619047619047616
"12.842,77.687",Wednesday,4,1,21,0.047619047619047616
"12.843,77.639",Monday,6,1,22,0.045454545454545456
"12.843,77.642",Friday,5,2,22,0.09090909090909091
"12.843,77.642",Saturday,5,1,22,0.045454545454545456
"12.843,77.642",Sunday,6,1,22,0.045454545454545456
"12.843,77.642",Tuesday,14,1,21,0.047619047619047616
"12.843,77.642",Wednesday,2,1,21,0.047619047619047616
"12.843,77.643",Monday,3,1,22,0.045454545454545456
"12.843,77.644",Friday,3,1,22,0.045454545454545456
"12.843,77.644",Friday,10,2,22,0.09090909090909091
"12.843,77.644",Friday,12,1,22,0.045454545454545456
"12.843,77.644",Friday,13,4,22,0.18181818181818182
"12.843,77.644",Friday,14,1,22,0.045454545454545456
"12.843,77.644",Monday,0,1,22,0.045454545454545456
"12.843,77.644",Monday,1,1,22,0.045454545454545456
"12.843,77.644",Monday,4,1,22,0.045454545454545456
"12.843,77.644",Monday,5,1,22,0.045454545454545456
"12.843,77.644",Monday,11,2,22,0.09090909090909091
"12.843,77.644",Monday,12,16,22,0.7272727272727273
"12.843,77.644",Monday,13,19,22,0.8636363636363636
"12.843,77.644",Saturday,4,1,22,0.045454545454545456
"12.843,77.644",Saturday,12,5,22,0.22727272727272727
"12.843,77.644",Saturday,13,1,22,0.045454545454545456
"12.843,77.644",Sunday,6,1,22,0.045454545454545456
"12.843,77.644",Sunday,10,2,22,0.09090909090909091
"12.843,77.644",Sunday,11,2,22,0.09090909090909091
"12.843,77.644",Sunday,12,2,22,0.09090909090909091
"12.843,77.644",Sunday,13,3,22,0.13636363636363635
"12.843,77.644",Sunday,14,14,22,0.6363636363636364
"12.843,77.644",Sunday,15,2,22,0.09090909090909091
"12.843,77.644",Thursday,5,2,21,0.09523809523809523
"12.843,77.644",Thursday,7,1,21,0.047619047619047616
"12.843,77.644",Thursday,8,1,21,0.047619047619047616
"12.843,77.644",Thursday,13,6,21,0.2857142857142857
"12.843,77.644",Thursday,14,1,21,0.047619047619047616
"12.843,77.644",Tuesday,6,1,21,0.047619047619047616
"12.843,77.644",Tuesday,7,2,21,0.09523809523809523
"12.843,77.644",Tuesday,12,5,21,0.23809523809523808
"12.843,77.644",Tuesday,13,8,21,0.38095238095238093
"12.843,77.644",Tuesday,14,1,21,0.047619047619047616
"12.843,77.644",Wednesday,2,1,21,0.047619047619047616
"12.843,77.644",Wednesday,12,3,21,0.14285714285714285
"12.843,77.644",Wednesday,13,12,21,0.5714285714285714
"12.843,77.644",Wednesday,14,4,21,0.19047619047619047
"12.843,77.645",Monday,10,1,22,0.045454545454545456
"12.843,77.645",Thursday,6,3,21,0.14285714285714285
"12.843,77.645",Thursday,12,1,21,0.047619047619047616
"12.843,77.645",Wednesday,13,2,21,0.09523809523809523
"12.843,77.674",Friday,1,1,22,0.045454545454545456
"12.843,77.674",Friday,6,1,22,0.045454545454545456
"12.843,77.675",Monday,12,1,22,0.045454545454545456
"12.843,77.675",Sunday,10,1,22,0.045454545454545456
"12.843,77.675",Tuesday,8,1,21,0.047619047619047616
"12.843,77.687",Thursday,3,2,21,0.09523809523809523
"12.843,77.687",Tuesday,3,1,21,0.047619047619047616
"12.843,77.688",Monday,3,1,22,0.045454545454545456
"12.843,77.688",Sunday,2,1,22,0.045454545454545456
"12.843,77.688",Sunday,3,3,22,0.13636363636363635
"12.843,77.688",Thursday,3,3,21,0.14285714285714285
"12.843,77.688",Wednesday,2,1,21,0.047619047619047616
"12.843,77.688",Wednesday,7,1,21,0.047619047619047616
"12.844,77.588",Sunday,3,2,22,0.09090909090909091
"12.844,77.644",Friday,2,1,22,0.045454545454545456
"12.844,77.644",Friday,6,1,22,0.045454545454545456
"12.844,77.644",Friday,8,1,22,0.045454545454545456
"12.844,77.644",Friday,10,3,22,0.13636363636363635
"12.844,77.644",Friday,11,3,22,0.13636363636363635
"12.844,77.644",Monday,6,2,22,0.09090909090909091
"12.844,77.644",Monday,7,1,22,0.045454545454545456
"12.844,77.644",Monday,9,1,22,0.045454545454545456
"12.844,77.644",Monday,10,4,22,0.18181818181818182
"12.844,77.644",Saturday,3,1,22,0.045454545454545456
"12.844,77.644",Sunday,5,2,22,0.09090909090909091
"12.844,77.644",Sunday,7,1,22,0.045454545454545456
"12.844,77.644",Thursday,1,1,21,0.047619047619047616
"12.844,77.644",Thursday,2,1,21,0.047619047619047616
"12.844,77.644",Thursday,4,1,21,0.047619047619047616
"12.844,77.644",Tuesday,2,1,21,0.047619047619047616
"12.844,77.644",Tuesday,3,3,21,0.14285714285714285
"12.844,77.644",Tuesday,5,2,21,0.09523809523809523
"12.844,77.644",Tuesday,7,4,21,0.19047619047619047
"12.844,77.644",Tuesday,8,2,21,0.09523809523809523
"12.844,77.644",Tuesday,9,3,21,0.14285714285714285
"12.844,77.644",Tuesday,14,1,21,0.047619047619047616
"12.844,77.644",Wednesday,1,1,21,0.047619047619047616
"12.844,77.644",Wednesday,13,1,21,0.047619047619047616
"12.844,77.645",Monday,14,1,22,0.045454545454545456
"12.844,77.645",Saturday,1,1,22,0.045454545454545456
"12.844,77.645",Sunday,10,1,22,0.045454545454545456
"12.844,77.649",Thursday,14,2,21,0.09523809523809523
"12.844,77.688",Monday,3,1,22,0.045454545454545456
"12.844,77.688",Wednesday,7,1,21,0.047619047619047616
"12.845,77.657",Wednesday,6,1,21,0.047619047619047616
"12.845,77.665",Thursday,6,1,21,0.047619047619047616
"12.845,77.665",Tuesday,4,1,21,0.047619047619047616
"12.845,77.665",Wednesday,6,1,21,0.047619047619047616
"12.845,77.665",Wednesday,7,1,21,0.047619047619047616
"12.845,77.666",Thursday,7,1,21,0.047619047619047616
"12.846,77.588",Sunday,13,1,22,0.045454545454545456
"12.846,77.647",Wednesday,8,1,21,0.047619047619047616
"12.846,77.648",Wednesday,7,1,21,0.047619047619047616
"12.846,77.672",Thursday,11,1,21,0.047619047619047616
"12.846,77.681",Thursday,11,1,21,0.047619047619047616
"12.847,77.672",Saturday,2,2,22,0.09090909090909091
"12.847,77.672",Thursday,2,1,21,0.047619047619047616
"12.847,77.672",Tuesday,2,1,21,0.047619047619047616
"12.847,77.672",Tuesday,3,1,21,0.047619047619047616
"12.848,77.658",Friday,12,5,22,0.22727272727272727
"12.849,77.671",Saturday,6,1,22,0.045454545454545456
"12.85,77.589",Sunday,12,1,22,0.045454545454545456
"12.85,77.652",Thursday,2,1,21,0.047619047619047616
"12.85,77.658",Wednesday,12,7,21,0.3333333333333333
"12.851,77.588",Friday,7,1,22,0.045454545454545456
"12.851,77.588",Saturday,11,1,22,0.045454545454545456
"12.851,77.588",Saturday,12,1,22,0.045454545454545456
"12.851,77.588",Saturday,13,1,22,0.045454545454545456
"12.851,77.588",Sunday,7,1,22,0.045454545454545456
"12.851,77.588",Thursday,8,1,21,0.047619047619047616
"12.851,77.588",Thursday,11,1,21,0.047619047619047616
"12.851,77.588",Thursday,12,1,21,0.047619047619047616
"12.851,77.588",Tuesday,5,1,21,0.047619047619047616
"12.851,77.588",Tuesday,9,1,21,0.047619047619047616
"12.851,77.588",Tuesday,10,1,21,0.047619047619047616
"12.851,77.588",Wednesday,3,1,21,0.047619047619047616
"12.851,77.657",Saturday,11,16,22,0.7272727272727273
"12.851,77.657",Saturday,13,17,22,0.7727272727272727
"12.851,77.657",Thursday,11,7,21,0.3333333333333333
"12.851,77.657",Wednesday,12,48,21,2.2857142857142856
"12.851,77.658",Thursday,11,13,21,0.6190476190476191
"12.851,77.658",Wednesday,12,8,21,0.38095238095238093
"12.852,77.588",Saturday,7,1,22,0.045454545454545456
"12.853,77.588",Friday,8,1,22,0.045454545454545456
"12.853,77.588",Thursday,12,1,21,0.047619047619047616
"12.853,77.589",Sunday,1,2,22,0.09090909090909091
"12.853,77.589",Thursday,12,1,21,0.047619047619047616
"12.854,77.588",Thursday,1,1,21,0.047619047619047616
"12.854,77.589",Monday,7,2,22,0.09090909090909091
"12.854,77.589",Monday,13,1,22,0.045454545454545456
"12.854,77.589",Saturday,13,1,22,0.045454545454545456
"12.854,77.589",Thursday,8,2,21,0.09523809523809523
"12.854,77.662",Saturday,10,10,22,0.45454545454545453
"12.854,77.662",Saturday,16,2,22,0.09090909090909091
"12.854,77.662",Tuesday,10,7,21,0.3333333333333333
"12.854,77.662",Wednesday,11,11,21,0.5238095238095238
"12.855,77.589",Friday,13,1,22,0.045454545454545456
"12.855,77.589",Saturday,4,2,22,0.09090909090909091
"12.855,77.589",Saturday,11,1,22,0.045454545454545456
"12.855,77.589",Sunday,5,2,22,0.09090909090909091
"12.855,77.589",Sunday,13,1,22,0.045454545454545456
"12.855,77.589",Thursday,12,1,21,0.047619047619047616
"12.855,77.589",Wednesday,12,1,21,0.047619047619047616
"12.855,77.664",Friday,2,1,22,0.045454545454545456
"12.855,77.664",Monday,1,1,22,0.045454545454545456
"12.855,77.664",Monday,2,4,22,0.18181818181818182
"12.855,77.664",Thursday,11,1,21,0.047619047619047616
"12.855,77.664",Tuesday,8,1,21,0.047619047619047616
"12.855,77.664",Wednesday,2,3,21,0.14285714285714285
"12.855,77.664",Wednesday,3,1,21,0.047619047619047616
"12.855,77.665",Monday,2,2,22,0.09090909090909091
"12.855,77.665",Monday,4,1,22,0.045454545454545456
"12.855,77.665",Monday,7,1,22,0.045454545454545456
"12.855,77.665",Saturday,2,1,22,0.045454545454545456
"12.855,77.665",Saturday,10,1,22,0.045454545454545456
"12.855,77.665",Sunday,4,1,22,0.045454545454545456
"12.855,77.665",Thursday,7,1,21,0.047619047619047616
"12.855,77.665",Thursday,11,4,21,0.19047619047619047
"12.855,77.665",Tuesday,8,9,21,0.42857142857142855
"12.855,77.665",Tuesday,11,3,21,0.14285714285714285
"12.855,77.665",Wednesday,1,6,21,0.2857142857142857
"12.855,77.665",Wednesday,2,1,21,0.047619047619047616
"12.855,77.665",Wednesday,3,4,21,0.19047619047619047
"12.855,77.665",Wednesday,6,2,21,0.09523809523809523
"12.855,77.665",Wednesday,7,1,21,0.047619047619047616
"12.855,77.666",Friday,4,1,22,0.045454545454545456
"12.855,77.666",Saturday,3,1,22,0.045454545454545456
"12.855,77.666",Sunday,3,2,22,0.09090909090909091
"12.855,77.666",Sunday,12,1,22,0.045454545454545456
"12.855,77.675",Wednesday,6,1,21,0.047619047619047616
"12.856,77.569",Sunday,11,1,22,0.045454545454545456
"12.856,77.589",Monday,7,1,22,0.045454545454545456
"12.856,77.589",Saturday,11,1,22,0.045454545454545456
"12.856,77.589",Sunday,9,3,22,0.13636363636363635
"12.856,77.589",Wednesday,3,1,21,0.047619047619047616
"12.856,77.663",Saturday,10,1,22,0.045454545454545456
"12.856,77.663",Thursday,7,1,21,0.047619047619047616
"12.856,77.664",Friday,11,1,22,0.045454545454545456
"12.856,77.664",Monday,2,1,22,0.045454545454545456
"12.856,77.664",Monday,4,1,22,0.045454545454545456
"12.856,77.664",Thursday,7,5,21,0.23809523809523808
"12.856,77.664",Thursday,11,1,21,0.047619047619047616
"12.856,77.664",Thursday,15,5,21,0.23809523809523808
"12.856,77.664",Tuesday,7,1,21,0.047619047619047616
"12.856,77.664",Tuesday,8,3,21,0.14285714285714285
"12.856,77.664",Tuesday,13,3,21,0.14285714285714285
"12.856,77.664",Wednesday,1,2,21,0.09523809523809523
"12.856,77.664",Wednesday,2,4,21,0.19047619047619047
"12.856,77.665",Sunday,7,1,22,0.045454545454545456
"12.856,77.665",Thursday,5,1,21,0.047619047619047616
"12.856,77.665",Tuesday,8,1,21,0.047619047619047616
"12.856,77.665",Tuesday,9,1,21,0.047619047619047616
"12.857,77.53",Friday,11,1,22,0.045454545454545456
"12.857,77.589",Friday,4,1,22,0.045454545454545456
"12.857,77.589",Friday,9,1,22,0.045454545454545456
"12.857,77.589",Friday,10,2,22,0.09090909090909091
"12.857,77.589",Monday,1,1,22,0.045454545454545456
"12.857,77.589",Saturday,0,1,22,0.045454545454545456
"12.857,77.589",Saturday,7,1,22,0.045454545454545456
"12.857,77.589",Sunday,4,1,22,0.045454545454545456
"12.857,77.589",Thursday,3,2,21,0.09523809523809523
"12.857,77.589",Tuesday,4,1,21,0.047619047619047616
"12.857,77.589",Tuesday,6,3,21,0.14285714285714285
"12.857,77.589",Tuesday,8,1,21,0.047619047619047616
"12.857,77.589",Tuesday,9,3,21,0.14285714285714285
"12.857,77.589",Tuesday,11,1,21,0.047619047619047616
"12.857,77.589",Wednesday,7,1,21,0.047619047619047616
"12.857,77.59",Tuesday,9,1,21,0.047619047619047616
"12.857,77.663",Thursday,7,1,21,0.047619047619047616
"12.857,77.664",Thursday,7,1,21,0.047619047619047616
"12.858,77.589",Friday,11,3,22,0.13636363636363635
"12.858,77.589",Friday,12,2,22,0.09090909090909091
"12.858,77.589",Friday,13,2,22,0.09090909090909091
"12.858,77.589",Monday,6,1,22,0.045454545454545456
"12.858,77.589",Saturday,3,2,22,0.09090909090909091
"12.858,77.589",Saturday,7,2,22,0.09090909090909091
"12.858,77.589",Sunday,0,1,22,0.045454545454545456
"12.858,77.589",Sunday,7,1,22,0.045454545454545456
"12.858,77.589",Sunday,9,2,22,0.09090909090909091
"12.858,77.589",Thursday,3,1,21,0.047619047619047616
"12.858,77.589",Thursday,10,1,21,0.047619047619047616
"12.858,77.589",Tuesday,4,3,21,0.14285714285714285
"12.858,77.589",Tuesday,5,1,21,0.047619047619047616
"12.858,77.589",Tuesday,11,1,21,0.047619047619047616
"12.858,77.589",Wednesday,3,1,21,0.047619047619047616
"12.858,77.589",Wednesday,5,1,21,0.047619047619047616
"12.858,77.589",Wednesday,9,2,21,0.09523809523809523
"12.859,77.589",Monday,1,1,22,0.045454545454545456
"12.859,77.589",Monday,2,1,22,0.045454545454545456
"12.859,77.59",Thursday,6,1,21,0.047619047619047616
"12.859,77.59",Wednesday,14,1,21,0.047619047619047616
"12.859,77.703",Tuesday,10,6,21,0.2857142857142857
"12.859,77.703",Wednesday,5,1,21,0.047619047619047616
"12.86,77.528",Thursday,2,1,21,0.047619047619047616
"12.86,77.648",Friday,6,1,22,0.045454545454545456
"12.86,77.648",Monday,8,1,22,0.045454545454545456
"12.86,77.648",Saturday,7,2,22,0.09090909090909091
"12.86,77.648",Thursday,6,1,21,0.047619047619047616
"12.86,77.66",Thursday,5,1,21,0.047619047619047616
"12.86,77.661",Monday,3,1,22,0.045454545454545456
"12.861,77.529",Saturday,4,1,22,0.045454545454545456
"12.861,77.529",Saturday,11,5,22,0.22727272727272727
"12.861,77.529",Sunday,2,1,22,0.045454545454545456
"12.861,77.529",Sunday,11,3,22,0.13636363636363635
"12.861,77.529",Thursday,4,1,21,0.047619047619047616
"12.861,77.529",Tuesday,3,2,21,0.09523809523809523
"12.861,77.529",Tuesday,12,3,21,0.14285714285714285
"12.861,77.53",Friday,2,3,22,0.13636363636363635
"12.861,77.53",Saturday,11,1,22,0.045454545454545456
"12.861,77.53",Sunday,12,2,22,0.09090909090909091
"12.861,77.53",Tuesday,3,1,21,0.047619047619047616
"12.861,77.53",Tuesday,4,1,21,0.047619047619047616
"12.861,77.59",Sunday,13,2,22,0.09090909090909091
"12.861,77.59",Thursday,2,2,21,0.09523809523809523
"12.861,77.59",Thursday,3,1,21,0.047619047619047616
"12.861,77.613",Thursday,6,1,21,0.047619047619047616
"12.861,77.648",Saturday,9,1,22,0.045454545454545456
"12.861,77.66",Friday,12,1,22,0.045454545454545456
"12.861,77.66",Monday,12,1,22,0.045454545454545456
"12.861,77.66",Sunday,4,2,22,0.09090909090909091
"12.861,77.66",Wednesday,5,1,21,0.047619047619047616
"12.861,77.674",Sunday,6,1,22,0.045454545454545456
"12.861,77.675",Sunday,4,3,22,0.13636363636363635
"12.861,77.675",Sunday,9,1,22,0.045454545454545456
"12.862,77.529",Thursday,2,1,21,0.047619047619047616
"12.862,77.53",Saturday,11,3,22,0.13636363636363635
"12.862,77.53",Sunday,11,2,22,0.09090909090909091
"12.862,77.53",Thursday,2,1,21,0.047619047619047616
"12.862,77.53",Thursday,3,1,21,0.047619047619047616
"12.862,77.53",Thursday,11,3,21,0.14285714285714285
"12.862,77.53",Tuesday,4,1,21,0.047619047619047616
"12.862,77.53",Tuesday,10,3,21,0.14285714285714285
"12.862,77.53",Wednesday,3,6,21,0.2857142857142857
"12.862,77.59",Sunday,13,1,22,0.045454545454545456
"12.862,77.706",Tuesday,9,2,21,0.09523809523809523
"12.863,77.53",Friday,2,1,22,0.045454545454545456
"12.863,77.53",Sunday,6,3,22,0.13636363636363635
"12.863,77.53",Sunday,12,3,22,0.13636363636363635
"12.863,77.53",Thursday,3,1,21,0.047619047619047616
"12.863,77.53",Tuesday,4,1,21,0.047619047619047616
"12.863,77.53",Tuesday,10,2,21,0.09523809523809523
"12.863,77.53",Wednesday,3,5,21,0.23809523809523808
"12.863,77.53",Wednesday,11,4,21,0.19047619047619047
"12.863,77.531",Sunday,11,3,22,0.13636363636363635
"12.863,77.531",Sunday,12,3,22,0.13636363636363635
"12.863,77.531",Wednesday,3,1,21,0.047619047619047616
"12.863,77.531",Wednesday,4,1,21,0.047619047619047616
"12.863,77.658",Tuesday,6,1,21,0.047619047619047616
"12.864,77.533",Wednesday,3,1,21,0.047619047619047616
"12.865,77.533",Tuesday,6,1,21,0.047619047619047616
"12.865,77.656",Friday,6,1,22,0.045454545454545456
"12.865,77.656",Saturday,4,1,22,0.045454545454545456
"12.865,77.657",Saturday,6,1,22,0.045454545454545456
"12.865,77.657",Tuesday,6,1,21,0.047619047619047616
"12.866,77.534",Thursday,5,1,21,0.047619047619047616
"12.866,77.534",Tuesday,4,1,21,0.047619047619047616
"12.866,77.534",Tuesday,7,1,21,0.047619047619047616
