cell,weekday,hour,count,n_days,expected_per_occurrence
"12.933,77.688",Saturday,7,5,22,0.22727272727272727
"12.933,77.688",Saturday,8,6,22,0.2727272727272727
"12.933,77.688",Saturday,9,3,22,0.13636363636363635
"12.933,77.688",Saturday,10,1,22,0.045454545454545456
"12.933,77.688",Saturday,11,1,22,0.045454545454545456
"12.933,77.688",Thursday,2,1,21,0.047619047619047616
"12.933,77.688",Thursday,3,6,21,0.2857142857142857
"12.933,77.688",Thursday,4,8,21,0.38095238095238093
"12.933,77.688",Thursday,5,25,21,1.1904761904761905
"12.933,77.688",Thursday,6,30,21,1.4285714285714286
"12.933,77.688",Thursday,7,36,21,1.7142857142857142
"12.933,77.688",Thursday,8,15,21,0.7142857142857143
"12.933,77.688",Thursday,9,5,21,0.23809523809523808
"12.933,77.688",Thursday,10,32,21,1.5238095238095237
"12.933,77.688",Thursday,11,2,21,0.09523809523809523
"12.933,77.688",Thursday,13,4,21,0.19047619047619047
"12.933,77.688",Tuesday,3,1,21,0.047619047619047616
"12.933,77.688",Tuesday,5,1,21,0.047619047619047616
"12.933,77.688",Tuesday,6,2,21,0.09523809523809523
"12.933,77.688",Tuesday,7,7,21,0.3333333333333333
"12.933,77.688",Tuesday,8,6,21,0.2857142857142857
"12.933,77.688",Tuesday,9,2,21,0.09523809523809523
"12.933,77.688",Tuesday,10,6,21,0.2857142857142857
"12.933,77.688",Tuesday,11,1,21,0.047619047619047616
"12.933,77.688",Tuesday,13,1,21,0.047619047619047616
"12.933,77.688",Wednesday,3,6,21,0.2857142857142857
"12.933,77.688",Wednesday,4,1,21,0.047619047619047616
"12.933,77.688",Wednesday,5,6,21,0.2857142857142857
"12.933,77.688",Wednesday,6,10,21,0.47619047619047616
"12.933,77.688",Wednesday,7,13,21,0.6190476190476191
"12.933,77.688",Wednesday,8,11,21,0.5238095238095238
"12.933,77.688",Wednesday,9,8,21,0.38095238095238093
"12.933,77.688",Wednesday,10,17,21,0.8095238095238095
"12.933,77.689",Friday,0,1,22,0.045454545454545456
"12.933,77.689",Friday,4,3,22,0.13636363636363635
"12.933,77.689",Friday,5,6,22,0.2727272727272727
"12.933,77.689",Friday,6,4,22,0.18181818181818182
"12.933,77.689",Friday,7,8,22,0.36363636363636365
"12.933,77.689",Friday,9,1,22,0.045454545454545456
"12.933,77.689",Friday,10,4,22,0.18181818181818182
"12.933,77.689",Friday,11,5,22,0.22727272727272727
"12.933,77.689",Saturday,6,3,22,0.13636363636363635
"12.933,77.689",Saturday,7,1,22,0.045454545454545456
"12.933,77.689",Saturday,9,1,22,0.045454545454545456
"12.933,77.689",Thursday,1,1,21,0.047619047619047616
"12.933,77.689",Thursday,2,2,21,0.09523809523809523
"12.933,77.689",Thursday,3,7,21,0.3333333333333333
"12.933,77.689",Thursday,4,10,21,0.47619047619047616
"12.933,77.689",Thursday,5,12,21,0.5714285714285714
"12.933,77.689",Thursday,6,7,21,0.3333333333333333
"12.933,77.689",Thursday,7,18,21,0.8571428571428571
"12.933,77.689",Thursday,8,7,21,0.3333333333333333
"12.933,77.689",Thursday,9,4,21,0.19047619047619047
"12.933,77.689",Thursday,11,2,21,0.09523809523809523
"12.933,77.689",Thursday,12,2,21,0.09523809523809523
"12.933,77.689",Tuesday,2,1,21,0.047619047619047616
"12.933,77.689",Tuesday,3,1,21,0.047619047619047616
"12.933,77.689",Tuesday,4,1,21,0.047619047619047616
"12.933,77.689",Tuesday,6,2,21,0.09523809523809523
"12.933,77.689",Tuesday,7,7,21,0.3333333333333333
"12.933,77.689",Tuesday,8,7,21,0.3333333333333333
"12.933,77.689",Tuesday,9,1,21,0.047619047619047616
"12.933,77.689",Tuesday,10,6,21,0.2857142857142857
"12.933,77.689",Tuesday,11,6,21,0.2857142857142857
"12.933,77.689",Tuesday,13,3,21,0.14285714285714285
"12.933,77.689",Wednesday,1,1,21,0.047619047619047616
"12.933,77.689",Wednesday,4,1,21,0.047619047619047616
"12.933,77.689",Wednesday,5,1,21,0.047619047619047616
"12.933,77.689",Wednesday,6,7,21,0.3333333333333333
"12.933,77.689",Wednesday,7,9,21,0.42857142857142855
"12.933,77.689",Wednesday,8,6,21,0.2857142857142857
"12.933,77.689",Wednesday,9,4,21,0.19047619047619047
"12.933,77.689",Wednesday,10,14,21,0.6666666666666666
"12.933,77.689",Wednesday,11,4,21,0.19047619047619047
"12.933,77.689",Wednesday,12,6,21,0.2857142857142857
"12.933,77.69",Tuesday,9,2,21,0.09523809523809523
"12.933,77.691",Friday,1,4,22,0.18181818181818182
"12.933,77.691",Friday,2,8,22,0.36363636363636365
"12.933,77.691",Friday,3,5,22,0.22727272727272727
"12.933,77.691",Friday,4,99,22,4.5
"12.933,77.691",Friday,5,79,22,3.590909090909091
"12.933,77.691",Friday,6,63,22,2.8636363636363638
"12.933,77.691",Friday,8,22,22,1.0
"12.933,77.691",Friday,9,76,22,3.4545454545454546
"12.933,77.691",Friday,11,6,22,0.2727272727272727
"12.933,77.691",Monday,10,5,22,0.22727272727272727
"12.933,77.691",Saturday,2,10,22,0.45454545454545453
"12.933,77.691",Saturday,3,1,22,0.045454545454545456
"12.933,77.691",Saturday,4,142,22,6.454545454545454
"12.933,77.691",Saturday,5,125,22,5.681818181818182
"12.933,77.691",Saturday,6,61,22,2.772727272727273
"12.933,77.691",Saturday,7,9,22,0.4090909090909091
"12.933,77.691",Saturday,8,24,22,1.0909090909090908
"12.933,77.691",Saturday,9,39,22,1.7727272727272727
"12.933,77.691",Saturday,10,36,22,1.6363636363636365
"12.933,77.691",Saturday,11,1,22,0.045454545454545456
"12.933,77.691",Sunday,11,21,22,0.9545454545454546
"12.933,77.691",Thursday,1,4,21,0.19047619047619047
"12.933,77.691",Thursday,2,7,21,0.3333333333333333
"12.933,77.691",Thursday,3,76,21,3.619047619047619
"12.933,77.691",Thursday,4,131,21,6.238095238095238
"12.933,77.691",Thursday,5,27,21,1.2857142857142858
"12.933,77.691",Thursday,6,23,21,1.0952380952380953
"12.933,77.691",Thursday,7,4,21,0.19047619047619047
"12.933,77.691",Thursday,8,52,21,2.4761904761904763
"12.933,77.691",Thursday,9,100,21,4.761904761904762
"12.933,77.691",Thursday,10,57,21,2.7142857142857144
"12.933,77.691",Thursday,11,18,21,0.8571428571428571
"12.933,77.691",Thursday,12,6,21,0.2857142857142857
"12.933,77.691",Thursday,13,24,21,1.1428571428571428
"12.933,77.691",Tuesday,1,3,21,0.14285714285714285
"12.933,77.691",Tuesday,2,44,21,2.0952380952380953
"12.933,77.691",Tuesday,3,118,21,5.619047619047619
"12.933,77.691",Tuesday,4,50,21,2.380952380952381
"12.933,77.691",Tuesday,5,9,21,0.42857142857142855
"12.933,77.691",Tuesday,6,91,21,4.333333333333333
"12.933,77.691",Tuesday,7,28,21,1.3333333333333333
"12.933,77.691",Tuesday,8,126,21,6.0
"12.933,77.691",Tuesday,9,143,21,6.809523809523809
"12.933,77.691",Tuesday,10,16,21,0.7619047619047619
"12.933,77.691",Tuesday,11,8,21,0.38095238095238093
"12.933,77.691",Tuesday,12,2,21,0.09523809523809523
"12.933,77.691",Wednesday,1,3,21,0.14285714285714285
"12.933,77.691",Wednesday,2,1,21,0.047619047619047616
"12.933,77.691",Wednesday,3,20,21,0.9523809523809523
"12.933,77.691",Wednesday,4,13,21,0.6190476190476191
"12.933,77.691",Wednesday,5,24,21,1.1428571428571428
"12.933,77.691",Wednesday,6,50,21,2.380952380952381
"12.933,77.691",Wednesday,7,33,21,1.5714285714285714
"12.933,77.691",Wednesday,8,65,21,3.0952380952380953
"12.933,77.691",Wednesday,9,59,21,2.8095238095238093
"12.933,77.691",Wednesday,10,81,21,3.857142857142857
"12.933,77.691",Wednesday,11,16,21,0.7619047619047619
"12.933,77.691",Wednesday,12,5,21,0.23809523809523808
"12.933,77.691",Wednesday,16,2,21,0.09523809523809523
"12.933,77.692",Friday,3,1,22,0.045454545454545456
"12.933,77.692",Friday,4,5,22,0.22727272727272727
"12.933,77.692",Friday,5,42,22,1.9090909090909092
"12.933,77.692",Friday,6,6,22,0.2727272727272727
"12.933,77.692",Friday,9,6,22,0.2727272727272727
"12.933,77.692",Friday,10,4,22,0.18181818181818182
"12.933,77.692",Saturday,2,2,22,0.09090909090909091
"12.933,77.692",Saturday,5,3,22,0.13636363636363635
"12.933,77.692",Saturday,6,11,22,0.5
"12.933,77.692",Saturday,7,3,22,0.13636363636363635
"12.933,77.692",Saturday,10,2,22,0.09090909090909091
"12.933,77.692",Thursday,3,13,21,0.6190476190476191
"12.933,77.692",Thursday,4,25,21,1.1904761904761905
"12.933,77.692",Thursday,6,2,21,0.09523809523809523
"12.933,77.692",Thursday,8,3,21,0.14285714285714285
"12.933,77.692",Thursday,10,12,21,0.5714285714285714
"12.933,77.692",Thursday,11,2,21,0.09523809523809523
"12.933,77.692",Tuesday,3,7,21,0.3333333333333333
"12.933,77.692",Tuesday,4,9,21,0.42857142857142855
"12.933,77.692",Tuesday,6,2,21,0.09523809523809523
"12.933,77.692",Tuesday,7,20,21,0.9523809523809523
"12.933,77.692",Tuesday,8,13,21,0.6190476190476191
"12.933,77.692",Tuesday,9,2,21,0.09523809523809523
"12.933,77.692",Wednesday,7,2,21,0.09523809523809523
"12.933,77.692",Wednesday,9,4,21,0.19047619047619047
"12.933,77.692",Wednesday,10,8,21,0.38095238095238093
"12.933,77.695",Saturday,4,1,22,0.045454545454545456
"12.933,77.696",Thursday,10,2,21,0.09523809523809523
"12.933,77.696",Thursday,11,3,21,0.14285714285714285
"12.933,77.697",Saturday,6,3,22,0.13636363636363635
"12.933,77.697",Tuesday,9,5,21,0.23809523809523808
"12.933,77.697",Wednesday,4,1,21,0.047619047619047616
"12.934,77.517",Wednesday,7,1,21,0.047619047619047616
"12.934,77.538",Saturday,3,1,22,0.045454545454545456
"12.934,77.538",Sunday,7,1,22,0.045454545454545456
"12.934,77.538",Thursday,2,1,21,0.047619047619047616
"12.934,77.559",Saturday,3,1,22,0.045454545454545456
"12.934,77.559",Tuesday,2,1,21,0.047619047619047616
"12.934,77.56",Saturday,3,1,22,0.045454545454545456
"12.934,77.562",Saturday,3,2,22,0.09090909090909091
"12.934,77.562",Sunday,9,1,22,0.045454545454545456
"12.934,77.563",Saturday,3,2,22,0.09090909090909091
"12.934,77.583",Wednesday,9,3,21,0.14285714285714285
"12.934,77.584",Sunday,3,5,22,0.22727272727272727
"12.934,77.587",Sunday,3,1,22,0.045454545454545456
"12.934,77.601",Saturday,7,1,22,0.045454545454545456
"12.934,77.601",Tuesday,11,1,21,0.047619047619047616
"12.934,77.602",Tuesday,13,1,21,0.047619047619047616
"12.934,77.612",Saturday,8,1,22,0.045454545454545456
"12.934,77.612",Saturday,10,1,22,0.045454545454545456
"12.934,77.612",Saturday,14,1,22,0.045454545454545456
"12.934,77.612",Sunday,8,1,22,0.045454545454545456
"12.934,77.612",Sunday,9,3,22,0.13636363636363635
"12.934,77.612",Sunday,11,1,22,0.045454545454545456
"12.934,77.612",Wednesday,8,1,21,0.047619047619047616
"12.934,77.613",Friday,6,2,22,0.09090909090909091
"12.934,77.613",Friday,8,1,22,0.045454545454545456
"12.934,77.613",Friday,17,1,22,0.045454545454545456
"12.934,77.613",Monday,10,1,22,0.045454545454545456
"12.934,77.613",Monday,11,5,22,0.22727272727272727
"12.934,77.613",Monday,14,2,22,0.09090909090909091
"12.934,77.613",Saturday,5,1,22,0.045454545454545456
"12.934,77.613",Saturday,9,2,22,0.09090909090909091
"12.934,77.613",Saturday,11,2,22,0.09090909090909091
"12.934,77.613",Saturday,13,3,22,0.13636363636363635
"12.934,77.613",Saturday,14,8,22,0.36363636363636365
"12.934,77.613",Saturday,15,6,22,0.2727272727272727
"12.934,77.613",Saturday,16,3,22,0.13636363636363635
"12.934,77.613",Sunday,2,1,22,0.045454545454545456
"12.934,77.613",Sunday,8,1,22,0.045454545454545456
"12.934,77.613",Sunday,10,1,22,0.045454545454545456
"12.934,77.613",Sunday,11,1,22,0.045454545454545456
"12.934,77.613",Sunday,12,1,22,0.045454545454545456
"12.934,77.613",Sunday,13,2,22,0.09090909090909091
"12.934,77.613",Sunday,14,2,22,0.09090909090909091
"12.934,77.613",Sunday,15,2,22,0.09090909090909091
"12.934,77.613",Sunday,18,9,22,0.4090909090909091
"12.934,77.613",Thursday,9,1,21,0.047619047619047616
"12.934,77.613",Tuesday,1,1,21,0.047619047619047616
"12.934,77.613",Tuesday,5,1,21,0.047619047619047616
"12.934,77.613",Tuesday,6,2,21,0.09523809523809523
"12.934,77.613",Tuesday,7,1,21,0.047619047619047616
"12.934,77.613",Tuesday,8,3,21,0.14285714285714285
"12.934,77.613",Wednesday,3,1,21,0.047619047619047616
"12.934,77.613",Wednesday,5,1,21,0.047619047619047616
"12.934,77.613",Wednesday,7,1,21,0.047619047619047616
"12.934,77.613",Wednesday,12,7,21,0.3333333333333333
"12.934,77.613",Wednesday,13,1,21,0.047619047619047616
"12.934,77.615",Monday,11,1,22,0.045454545454545456
"12.934,77.615",Saturday,13,1,22,0.045454545454545456
"12.934,77.616",Monday,6,1,22,0.045454545454545456
"12.934,77.616",Saturday,11,2,22,0.09090909090909091
"12.934,77.616",Saturday,12,6,22,0.2727272727272727
"12.934,77.616",Saturday,13,2,22,0.09090909090909091
"12.934,77.616",Sunday,10,1,22,0.045454545454545456
"12.934,77.616",Sunday,13,1,22,0.045454545454545456
"12.934,77.616",Sunday,14,1,22,0.045454545454545456
"12.934,77.616",Sunday,15,2,22,0.09090909090909091
"12.934,77.616",Sunday,17,4,22,0.18181818181818182
"12.934,77.616",Sunday,18,2,22,0.09090909090909091
"12.934,77.616",Thursday,5,3,21,0.14285714285714285
"12.934,77.616",Thursday,11,3,21,0.14285714285714285
"12.934,77.616",Tuesday,3,9,21,0.42857142857142855
"12.934,77.616",Tuesday,4,1,21,0.047619047619047616
"12.934,77.616",Tuesday,12,2,21,0.09523809523809523
"12.934,77.616",Wednesday,4,2,21,0.09523809523809523
"12.934,77.616",Wednesday,7,1,21,0.047619047619047616
"12.934,77.616",Wednesday,9,9,21,0.42857142857142855
"12.934,77.616",Wednesday,11,1,21,0.047619047619047616
"12.934,77.617",Monday,11,1,22,0.045454545454545456
"12.934,77.617",Saturday,11,5,22,0.22727272727272727
"12.934,77.617",Saturday,12,7,22,0.3181818181818182
"12.934,77.617",Saturday,13,1,22,0.045454545454545456
"12.934,77.617",Saturday,14,3,22,0.13636363636363635
"12.934,77.617",Saturday,15,2,22,0.09090909090909091
"12.934,77.617",Saturday,16,3,22,0.13636363636363635
"12.934,77.617",Saturday,17,1,22,0.045454545454545456
"12.934,77.617",Sunday,11,1,22,0.045454545454545456
"12.934,77.617",Sunday,12,1,22,0.045454545454545456
"12.934,77.617",Sunday,13,1,22,0.045454545454545456
"12.934,77.617",Sunday,14,1,22,0.045454545454545456
"12.934,77.617",Sunday,16,2,22,0.09090909090909091
"12.934,77.617",Sunday,17,4,22,0.18181818181818182
"12.934,77.617",Sunday,18,2,22,0.09090909090909091
"12.934,77.617",Thursday,5,1,21,0.047619047619047616
"12.934,77.617",Tuesday,3,2,21,0.09523809523809523
"12.934,77.617",Wednesday,9,13,21,0.6190476190476191
"12.934,77.617",Wednesday,10,7,21,0.3333333333333333
"12.934,77.617",Wednesday,11,1,21,0.047619047619047616
"12.934,77.618",Saturday,1,1,22,0.045454545454545456
"12.934,77.618",Saturday,17,1,22,0.045454545454545456
"12.934,77.618",Sunday,1,1,22,0.045454545454545456
"12.934,77.618",Thursday,7,1,21,0.047619047619047616
"12.934,77.619",Saturday,4,1,22,0.045454545454545456
"12.934,77.619",Saturday,15,1,22,0.045454545454545456
"12.934,77.619",Tuesday,1,1,21,0.047619047619047616
"12.934,77.619",Wednesday,10,3,21,0.14285714285714285
"12.934,77.62",Friday,13,1,22,0.045454545454545456
"12.934,77.62",Saturday,1,1,22,0.045454545454545456
"12.934,77.62",Thursday,7,2,21,0.09523809523809523
"12.934,77.62",Tuesday,1,1,21,0.047619047619047616
"12.934,77.62",Tuesday,5,3,21,0.14285714285714285
"12.934,77.62",Tuesday,11,3,21,0.14285714285714285
"12.934,77.621",Tuesday,1,2,21,0.09523809523809523
"12.934,77.621",Tuesday,11,3,21,0.14285714285714285
"12.934,77.623",Monday,8,1,22,0.045454545454545456
"12.934,77.623",Monday,9,3,22,0.13636363636363635
"12.934,77.623",Monday,10,2,22,0.09090909090909091
"12.934,77.623",Saturday,3,1,22,0.045454545454545456
"12.934,77.623",Saturday,11,1,22,0.045454545454545456
"12.934,77.623",Sunday,3,1,22,0.045454545454545456
"12.934,77.623",Sunday,4,1,22,0.045454545454545456
"12.934,77.623",Sunday,6,1,22,0.045454545454545456
"12.934,77.623",Tuesday,8,1,21,0.047619047619047616
"12.934,77.623",Wednesday,10,1,21,0.047619047619047616
"12.934,77.627",Monday,14,1,22,0.045454545454545456
"12.934,77.629",Friday,6,1,22,0.045454545454545456
"12.934,77.63",Monday,1,1,22,0.045454545454545456
"12.934,77.63",Monday,3,3,22,0.13636363636363635
"12.934,77.63",Monday,10,7,22,0.3181818181818182
"12.934,77.63",Monday,11,4,22,0.18181818181818182
"12.934,77.63",Monday,12,1,22,0.045454545454545456
"12.934,77.63",Monday,13,1,22,0.045454545454545456
"12.934,77.63",Monday,14,1,22,0.045454545454545456
"12.934,77.63",Saturday,2,2,22,0.09090909090909091
"12.934,77.63",Saturday,3,2,22,0.09090909090909091
"12.934,77.63",Saturday,7,1,22,0.045454545454545456
"12.934,77.63",Saturday,12,1,22,0.045454545454545456
"12.934,77.63",Sunday,2,2,22,0.09090909090909091
"12.934,77.63",Thursday,10,1,21,0.047619047619047616
"12.934,77.63",Tuesday,2,2,21,0.09523809523809523
"12.934,77.63",Tuesday,3,1,21,0.047619047619047616
"12.934,77.63",Tuesday,4,2,21,0.09523809523809523
"12.934,77.63",Tuesday,5,4,21,0.19047619047619047
"12.934,77.63",Tuesday,11,2,21,0.09523809523809523
"12.934,77.63",Wednesday,1,1,21,0.047619047619047616
"12.934,77.63",Wednesday,9,2,21,0.09523809523809523
"12.934,77.631",Monday,3,5,22,0.22727272727272727
"12.934,77.631",Monday,11,5,22,0.22727272727272727
"12.934,77.631",Saturday,2,1,22,0.045454545454545456
"12.934,77.631",Saturday,3,4,22,0.18181818181818182
"12.934,77.631",Sunday,1,1,22,0.045454545454545456
"12.934,77.631",Sunday,2,1,22,0.045454545454545456
"12.934,77.631",Sunday,11,1,22,0.045454545454545456
"12.934,77.631",Tuesday,5,1,21,0.047619047619047616
"12.934,77.631",Tuesday,10,1,21,0.047619047619047616
"12.934,77.631",Tuesday,11,2,21,0.09523809523809523
"12.934,77.689",Friday,3,1,22,0.045454545454545456
"12.934,77.689",Friday,4,4,22,0.18181818181818182
"12.934,77.689",Friday,5,3,22,0.13636363636363635
"12.934,77.689",Friday,7,2,22,0.09090909090909091
"12.934,77.689",Friday,11,1,22,0.045454545454545456
"12.934,77.689",Saturday,2,3,22,0.13636363636363635
"12.934,77.689",Saturday,3,5,22,0.22727272727272727
"12.934,77.689",Saturday,4,2,22,0.09090909090909091
"12.934,77.689",Thursday,3,1,21,0.047619047619047616
"12.934,77.689",Thursday,4,1,21,0.047619047619047616
"12.934,77.689",Thursday,5,2,21,0.09523809523809523
"12.934,77.689",Thursday,6,1,21,0.047619047619047616
"12.934,77.689",Thursday,7,1,21,0.047619047619047616
"12.934,77.689",Thursday,8,9,21,0.42857142857142855
"12.934,77.689",Thursday,10,6,21,0.2857142857142857
"12.934,77.689",Thursday,11,3,21,0.14285714285714285
"12.934,77.689",Tuesday,2,4,21,0.19047619047619047
"12.934,77.689",Tuesday,4,1,21,0.047619047619047616
"12.934,77.689",Tuesday,7,8,21,0.38095238095238093
"12.934,77.689",Tuesday,8,2,21,0.09523809523809523
"12.934,77.689",Tuesday,12,1,21,0.047619047619047616
"12.934,77.689",Wednesday,3,3,21,0.14285714285714285
"12.934,77.689",Wednesday,4,2,21,0.09523809523809523
"12.934,77.689",Wednesday,6,1,21,0.047619047619047616
"12.934,77.689",Wednesday,7,2,21,0.09523809523809523
"12.934,77.689",Wednesday,8,1,21,0.047619047619047616
"12.934,77.689",Wednesday,9,1,21,0.047619047619047616
"12.934,77.689",Wednesday,11,2,21,0.09523809523809523
"12.934,77.69",Friday,2,3,22,0.13636363636363635
"12.934,77.69",Friday,3,12,22,0.5454545454545454
"12.934,77.69",Friday,4,42,22,1.9090909090909092
"12.934,77.69",Friday,5,46,22,2.090909090909091
"12.934,77.69",Friday,6,56,22,2.5454545454545454
"12.934,77.69",Friday,7,2,22,0.09090909090909091
"12.934,77.69",Friday,8,1,22,0.045454545454545456
"12.934,77.69",Friday,11,2,22,0.09090909090909091
"12.934,77.69",Saturday,2,1,22,0.045454545454545456
"12.934,77.69",Saturday,3,1,22,0.045454545454545456
"12.934,77.69",Saturday,6,1,22,0.045454545454545456
"12.934,77.69",Thursday,3,1,21,0.047619047619047616
"12.934,77.69",Thursday,6,1,21,0.047619047619047616
"12.934,77.69",Thursday,8,1,21,0.047619047619047616
"12.934,77.69",Thursday,9,49,21,2.3333333333333335
"12.934,77.69",Thursday,10,8,21,0.38095238095238093
"12.934,77.69",Thursday,11,10,21,0.47619047619047616
"12.934,77.69",Tuesday,0,1,21,0.047619047619047616
"12.934,77.69",Tuesday,2,1,21,0.047619047619047616
"12.934,77.69",Tuesday,3,2,21,0.09523809523809523
"12.934,77.69",Tuesday,4,2,21,0.09523809523809523
"12.934,77.69",Tuesday,5,1,21,0.047619047619047616
"12.934,77.69",Tuesday,6,5,21,0.23809523809523808
"12.934,77.69",Tuesday,7,1,21,0.047619047619047616
"12.934,77.69",Tuesday,8,2,21,0.09523809523809523
"12.934,77.69",Tuesday,10,5,21,0.23809523809523808
"12.934,77.69",Tuesday,11,1,21,0.047619047619047616
"12.934,77.69",Tuesday,12,1,21,0.047619047619047616
"12.934,77.69",Tuesday,14,1,21,0.047619047619047616
"12.934,77.69",Wednesday,2,1,21,0.047619047619047616
"12.934,77.69",Wednesday,3,3,21,0.14285714285714285
"12.934,77.69",Wednesday,4,1,21,0.047619047619047616
"12.934,77.69",Wednesday,5,3,21,0.14285714285714285
"12.934,77.69",Wednesday,6,5,21,0.23809523809523808
"12.934,77.69",Wednesday,7,4,21,0.19047619047619047
"12.934,77.69",Wednesday,8,10,21,0.47619047619047616
"12.934,77.69",Wednesday,9,5,21,0.23809523809523808
"12.934,77.69",Wednesday,10,1,21,0.047619047619047616
"12.934,77.69",Wednesday,11,7,21,0.3333333333333333
"12.934,77.69",Wednesday,13,1,21,0.047619047619047616
"12.934,77.691",Friday,1,13,22,0.5909090909090909
"12.934,77.691",Friday,2,7,22,0.3181818181818182
"12.934,77.691",Friday,3,58,22,2.6363636363636362
"12.934,77.691",Friday,4,110,22,5.0
"12.934,77.691",Friday,5,214,22,9.727272727272727
"12.934,77.691",Friday,6,61,22,2.772727272727273
"12.934,77.691",Friday,7,72,22,3.272727272727273
"12.934,77.691",Friday,8,39,22,1.7727272727272727
"12.934,77.691",Friday,9,44,22,2.0
"12.934,77.691",Friday,10,12,22,0.5454545454545454
"12.934,77.691",Friday,11,22,22,1.0
"12.934,77.691",Friday,12,1,22,0.045454545454545456
"12.934,77.691",Monday,10,4,22,0.18181818181818182
"12.934,77.691",Saturday,2,20,22,0.9090909090909091
"12.934,77.691",Saturday,3,126,22,5.7272727272727275
"12.934,77.691",Saturday,4,175,22,7.954545454545454
"12.934,77.691",Saturday,5,57,22,2.590909090909091
"12.934,77.691",Saturday,6,60,22,2.727272727272727
"12.934,77.691",Saturday,7,4,22,0.18181818181818182
"12.934,77.691",Saturday,8,30,22,1.3636363636363635
"12.934,77.691",Saturday,9,35,22,1.5909090909090908
"12.934,77.691",Saturday,10,29,22,1.3181818181818181
"12.934,77.691",Saturday,11,4,22,0.18181818181818182
"12.934,77.691",Saturday,13,7,22,0.3181818181818182
"12.934,77.691",Sunday,6,12,22,0.5454545454545454
"12.934,77.691",Sunday,11,1,22,0.045454545454545456
"12.934,77.691",Thursday,1,24,21,1.1428571428571428
"12.934,77.691",Thursday,2,3,21,0.14285714285714285
"12.934,77.691",Thursday,3,196,21,9.333333333333334
"12.934,77.691",Thursday,4,123,21,5.857142857142857
"12.934,77.691",Thursday,5,67,21,3.1904761904761907
"12.934,77.691",Thursday,6,24,21,1.1428571428571428
"12.934,77.691",Thursday,7,7,21,0.3333333333333333
"12.934,77.691",Thursday,8,57,21,2.7142857142857144
"12.934,77.691",Thursday,9,118,21,5.619047619047619
"12.934,77.691",Thursday,10,44,21,2.0952380952380953
"12.934,77.691",Thursday,11,45,21,2.142857142857143
"12.934,77.691",Thursday,12,6,21,0.2857142857142857
"12.934,77.691",Thursday,13,7,21,0.3333333333333333
"12.934,77.691",Tuesday,1,22,21,1.0476190476190477
"12.934,77.691",Tuesday,2,62,21,2.9523809523809526
"12.934,77.691",Tuesday,3,52,21,2.4761904761904763
"12.934,77.691",Tuesday,4,109,21,5.190476190476191
"12.934,77.691",Tuesday,5,85,21,4.0476190476190474
"12.934,77.691",Tuesday,6,82,21,3.9047619047619047
"12.934,77.691",Tuesday,7,31,21,1.4761904761904763
"12.934,77.691",Tuesday,8,103,21,4.904761904761905
"12.934,77.691",Tuesday,9,99,21,4.714285714285714
"12.934,77.691",Tuesday,10,72,21,3.4285714285714284
"12.934,77.691",Tuesday,11,13,21,0.6190476190476191
"12.934,77.691",Tuesday,12,2,21,0.09523809523809523
"12.934,77.691",Tuesday,14,10,21,0.47619047619047616
"12.934,77.691",Wednesday,1,10,21,0.47619047619047616
"12.934,77.691",Wednesday,2,43,21,2.0476190476190474
"12.934,77.691",Wednesday,3,9,21,0.42857142857142855
"12.934,77.691",Wednesday,4,28,21,1.3333333333333333
"12.934,77.691",Wednesday,5,94,21,4.476190476190476
"12.934,77.691",Wednesday,6,150,21,7.142857142857143
"12.934,77.691",Wednesday,7,73,21,3.4761904761904763
"12.934,77.691",Wednesday,8,39,21,1.8571428571428572
"12.934,77.691",Wednesday,9,113,21,5.380952380952381
"12.934,77.691",Wednesday,10,56,21,2.6666666666666665
"12.934,77.691",Wednesday,11,35,21,1.6666666666666667
"12.934,77.691",Wednesday,12,13,21,0.6190476190476191
"12.934,77.692",Thursday,3,1,21,0.047619047619047616
"12.934,77.692",Tuesday,2,1,21,0.047619047619047616
"12.934,77.697",Saturday,5,1,22,0.045454545454545456
"12.934,77.697",Saturday,6,5,22,0.22727272727272727
"12.934,77.697",Thursday,11,1,21,0.047619047619047616
"12.934,77.697",Wednesday,2,1,21,0.047619047619047616
"12.934,77.743",Sunday,8,1,22,0.045454545454545456
"12.935,77.492",Monday,8,2,22,0.09090909090909091
"12.935,77.511",Saturday,11,1,22,0.045454545454545456
"12.935,77.511",Thursday,4,1,21,0.047619047619047616
"12.935,77.511",Wednesday,10,1,21,0.047619047619047616
"12.935,77.512",Monday,4,1,22,0.045454545454545456
"12.935,77.512",Thursday,4,2,21,0.09523809523809523
"12.935,77.512",Wednesday,10,2,21,0.09523809523809523
"12.935,77.513",Friday,7,1,22,0.045454545454545456
"12.935,77.513",Wednesday,5,1,21,0.047619047619047616
"12.935,77.513",Wednesday,12,1,21,0.047619047619047616
"12.935,77.518",Friday,0,1,22,0.045454545454545456
"12.935,77.518",Friday,2,1,22,0.045454545454545456
"12.935,77.518",Friday,3,4,22,0.18181818181818182
"12.935,77.518",Friday,4,10,22,0.45454545454545453
"12.935,77.518",Friday,6,3,22,0.13636363636363635
"12.935,77.518",Friday,13,1,22,0.045454545454545456
"12.935,77.518",Saturday,3,4,22,0.18181818181818182
"12.935,77.518",Sunday,4,2,22,0.09090909090909091
"12.935,77.518",Sunday,8,1,22,0.045454545454545456
